mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
170442,Ram Shankar Katheria,Elected,23-05-2019,In Office,Third Term,Etawah,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.A., Ph.D.; Educated at Kanpur University, Uttar Pradesh",59,23,0,137,0.751824818, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170463,Satyadev Pachauri,Elected,23-05-2019,In Office,First Term,Kanpur,Uttar Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,76,24,0,172,0.908759124, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170417,Devendra Singh @ Bhole Singh,Elected,23-05-2019,In Office,Second Term,Akbarpur,Uttar Pradesh,Bharatiya Janata Party,Male,Matric,High School,69,25,0,51,0.868613139, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170429,R.K. Singh Patel,Elected,23-05-2019,In Office,Second Term,Banda,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at University of Allahabad, Uttar Pradesh",64,37,0,85,0.850364964, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170480,Keshari Devi Patel,Elected,23-05-2019,In Office,First Term,Phulpur,Uttar Pradesh,Bharatiya Janata Party,Female,Post Graduate,"M.A., Educated at A.P.S. University, Rewa, Madhya Pradesh",67,33,0,299,0.948905109, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170419,Rita Bahuguna Joshi,Elected,23-05-2019,In Office,First Term,Allahabad,Uttar Pradesh,Bharatiya Janata Party,Female,Information Not Available,Information Not Available,74,28,0,310,0.759124088, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170431,Upendra Singh Rawat,Elected,23-05-2019,In Office,First Term,Barabanki,Uttar Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,55,7,0,212,0.861313869, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170443,Lallu Singh,Elected,23-05-2019,In Office,Second Term,Faizabad,Uttar Pradesh,Bharatiya Janata Party,Male,Professional Graduate,LL.B.,69,8,0,168,0.905109489, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170493,Maneka Gandhi,Elected,23-05-2019,In Office,Eighth Term,Sultanpur,Uttar Pradesh,Bharatiya Janata Party,Female,Inter/ Higher Secondary,"I.S.C.; Educated at Lawrence School, Sanawar, Himachal Pradesh",67,0,0,117,0.777372263, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170461,Brij Bhushan Sharan Singh,Elected,23-05-2019,In Office,Sixth Term,Kaiserganj,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., LL.B.; Educated at Saket Mahavidyalay, Avadh University, Faizabad (Uttar Pradesh)",67,2,0,148,0.868613139, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170491,Ram Shiromani,Elected,23-05-2019,In Office,First Term,Shrawasti,Uttar Pradesh,Bahujan Samaj Party,Male,Professional Graduate,"B.A., LL.B. Educated at Dr. Ram Manohar Lohia Avadh University, Faizabad, Ayodhya, U.P.",48,95,0,77,0.974452555, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170452,Kirti Vardhan Singh,Elected,23-05-2019,In Office,Fourth Term,Gonda,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Geology) 
Educated at Lucknow University, Lucknow, Uttar Pradesh",57,7,0,47,0.704379562, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170433,Harish Chandra Alias Harish Dwivedi,Elected,23-05-2019,In Office,Second Term,Basti,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,Post Graduate,50,21,0,190,0.740875912, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170489,Pravin Kumar Nishad,Elected,23-05-2019,In Office,Second Term,Sant Kabir Nagar,Uttar Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"Mechanical Engineering from Gautam Buddha University, Lucknow",35,4,0,17,0.777372263, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170470,Pankaj Chowdhary,Elected,23-05-2019,In Office,Sixth Term,Maharajganj,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at Gorakhpur University, Gorakhpur (Uttar Pradesh)",59,20,0,103,0.938596491,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",24.43976303,0.294307337,77.08705717,0.788685748,30.22222222,0.319444444,52.55555556,0.83229987,Lok Sabha
170430,Kamlesh Paswan,Elected,23-05-2019,In Office,Third Term,Bansgaon,Uttar Pradesh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Educated at St. Pauls School I.C.S.E. Board Gorakhpur and U.P. Board, Gorakhpur",47,10,0,26,0.872262774, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170467,Sangeeta Azad,Elected,23-05-2019,In Office,First Term,Lalganj,Uttar Pradesh,Bahujan Samaj Party,Female,Information Not Available,Information Not Available,42,67,0,93,0.850364964, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170487,Ravindra Kushawaha,Elected,23-05-2019,In Office,Second Term,Salempur,Uttar Pradesh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,61,52,0,425,0.872262774, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170469,Bholanath (B.P. Saroj),Elected,23-05-2019,In Office,First Term,Machhlishahr,Uttar Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,63,13,0,144,0.97810219, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,62.10038386,1.264540642,151.1991279,0.83229987,Lok Sabha
170557,"Dinesh Lal ""Nirahua"" Yadav",Elected,26-06-2022,In Office,First Term,Azamgarh,Uttar Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,Info Not Available,3,0,36,0.897959184, Data corresponds to the period from 01-06-2019 to 10-02-2024.,11.83513781,0.588756017,80.0905673,0.788685748,19.06874717,0.494120308,62.85436454,0.83229987,Lok Sabha
170474,Anupriya Singh Patel,Elected,23-05-2019,In Office,Second Term,Mirzapur,Uttar Pradesh,Apna Dal,Female,Professional Post Graduate,M.B.A.,42,44,0,9,0.956140351,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",24.43976303,0.294307337,77.08705717,0.788685748,30.22222222,0.319444444,52.55555556,0.83229987,Lok Sabha
170093,Santosh Pandey,Elected,23-05-2019,In Office,First Term,Rajnandgaon,Chhattisgarh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,56,41,0,106,0.795620438, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,27.175,N/A,168.6295455,0.883292143,Lok Sabha
170516,Nisith Pramanik,Elected,23-05-2019,In Office,First Term,Cooch Behar,West Bengal,Bharatiya Janata Party,Male,Graduate,Bachelors of Computer Applications (B.C.A.) Educated at Balakura Junior Basic School,38,8,0,77,0.798245614,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",24.43976303,0.294307337,77.08705717,0.788685748,17.9,0.15,49.625,0.65888707,Lok Sabha
170501,John Barla,Elected,23-05-2019,In Office,First Term,Alipurduars,West Bengal,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,48,11,0,38,0.842105263,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",24.43976303,0.294307337,77.08705717,0.788685748,17.9,0.15,49.625,0.65888707,Lok Sabha
170524,Jayanta Kumar Roy,Elected,23-05-2019,In Office,First Term,Jalpaiguri,West Bengal,Bharatiya Janata Party,Male,Doctorate,"M.B.B.S., M.D. (Community Medicine), Educated at North Bengal Medical College, (The West Bengal University of Health Sciences)",56,17,0,492,0.875912409, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170538,Debasree Chaudhuri,Elected,23-05-2019,In Office,First Term,Raiganj,West Bengal,Bharatiya Janata Party,Female,Post Graduate,"M.A. Educated at Burdwan University, Burdwan, West Bengal",53,9,0,189,0.9375,"This MP was a minister from May 30, 2019 to July 07, 2021. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",22.28851725,1.208838832,132.5784871,0.788685748,16.55903272,0.478662873,90.56045519,0.65888707,Lok Sabha
170533,Khagen Murmu,Elected,23-05-2019,In Office,First Term,Maldaha Uttar,West Bengal,Bharatiya Janata Party,Male,Graduate,"Bachelor of Arts
Educated at Magadh University",64,52,0,308,0.941605839, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170532,Abu Hasem Khan Choudhury,Elected,23-05-2019,In Office,Fourth Term,Maldaha Dakshin,West Bengal,Indian National Congress,Male,Graduate,"Graduate (Degree in Industrial Psychology)
Educated at Northampton College of Technology, England and University of Guleph, Ontario, Canada",86,5,0,12,0.580291971, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170525,Khalilur Rahaman,Elected,23-05-2019,In Office,First Term,Jangipur,West Bengal,All India Trinamool Congress,Male,Graduate,"B. Com. Educated at D. N. College, Aurangabad, Murshidabad and City College of Commerce, West Bengal",63,18,0,12,0.594890511, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170536,Abu Taher Khan,Elected,23-05-2019,In Office,First Term,Murshidabad,West Bengal,All India Trinamool Congress,Male,Information Not Available,Information Not Available,62,6,0,4,0.642335766, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170539,Jagannath Sarkar,Elected,23-05-2019,In Office,First Term,Ranaghat,West Bengal,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,61,7,0,99,0.894160584, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
170510,Arjun Singh,Elected,23-05-2019,In Office,First Term,Barrackpur,West Bengal,Bharatiya Janata Party,Male,Inter/ Higher Secondary,12th (Higher Secondary),61,14,0,18,0.700729927, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.45903272,0.628662873,140.1854552,0.65888707,Lok Sabha
